,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,B_mature|HSP,B_mature|ISG,B_mature|CCL4,B_mature|GBP,B_mature|EGR,Cancer_Tissue,Cancer_Type
GSE136103_cirrhotic1_cd45plus,0.6538461538461539,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.0,0.0,0.21153846153846154,0.0,0.0,Non-malignant disease,
GSE171964_2049_0,0.5165876777251185,0.3424170616113744,0.14099526066350712,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE129845_129,0.0784313725490196,0.27450980392156865,0.5686274509803921,0.0,0.0392156862745098,0.0,0.0,0.0,0.0392156862745098,Non-malignant disease,
GSE171555_22CBD6-00,0.4601449275362319,0.46859903381642515,0.07125603864734299,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE173303_65B-5GE,0.7752161383285303,0.07492795389048991,0.14985590778097982,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE153117_HE008,0.04697286012526096,0.30219206680584554,0.02139874739039666,0.0,0.0,0.6012526096033403,0.028183716075156576,0.0,0.0,Control,
GSE178991_sample_V_2_5primeGEX,0.761663856098932,0.0,0.23833614390106803,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE178481_SCG_RCC-BM2-P-T1,0.0,0.07123287671232877,0.1506849315068493,0.0,0.7780821917808219,0.0,0.0,0.0,0.0,Cancer_Tumor,RCC
GSE145370_R4B5,0.49375,0.090625,0.375,0.0,0.0,0.0,0.00625,0.0,0.034375,Cancer_AdjNorm,ESCA
GSE132338_p1035855-7,0.5771812080536913,0.31543624161073824,0.10738255033557047,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE179886_Normal,0.6337522441651705,0.2639138240574506,0.04488330341113106,0.05745062836624776,0.0,0.0,0.0,0.0,0.0,Control,
GSE132338_p1035868-6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE136103_cirrhotic2_cd45plus_4,0.6808510638297872,0.1702127659574468,0.09574468085106383,0.0,0.02127659574468085,0.0,0.031914893617021274,0.0,0.0,Non-malignant disease,
GSE162806_MM3038_Ctrl,0.6798866855524079,0.2521246458923513,0.025495750708215296,0.0339943342776204,0.0,0.0084985835694051,0.0,0.0,0.0,Control,
